Refereed Publications,Project,semantic_scholar_url
"Cui, EQ.,  Huang, K., Arain, MA., Fisher, JB., Huntzinger, DN., Ito, A., Luo, YQ., Jain, AK., Mao, JF.,  Michalak, AM.,  Niu, S., Parazoo, NC., Peng, CH., Peng, SS., Poulter, B., Ricciuto, DM., Schaefer, KM., Schwalm, CR., Shi, XY., Tian, HQ., Wang, WL., Wang, JS., Wei, YX., Yan, ER., Yan, LM., Zeng, N., Zhu, QA., Xia, JY., (2019). Vegetation Functional Properties Determine Uncertainty of Simulated Ecosystem Productivity: A Traceability Analysis in the East Asian Monsoon Region. Global Biogeochemical Cycles, 33 (6): 668-689.",Southern Water Futures,https://www.semanticscholar.org/paper/ff821cb109918ca620ad9695fa9ca7922ec23b98
"Xiao J, Li X,, He B, Arain M.A, Beringer J, Desai A.R, Emmel C, Hollinger D.Y, Krasnova A, Mammarella I, Noe S.M, Ortiz P.S, Rey-Sanchez A.C, Rocha A.V, Varlagin A. (2019). Solar-induced chlorophyll fluorescence exhibits a universal relationship with gross primary productivity across a wide variety of biome. Global Change Biology. 25(4): E4-E6.",Southern Water Futures,https://www.semanticscholar.org/paper/6b05ad2e18df8a14551b9b6967c36af12d348138
"Besnard, S., Carvalhais, N., Arain, MA., Black, A., Brede, B., Buchmann, N. (2019). Memory effects of climate and vegetation affecting net ecosystem CO2 fluxes in global forests (vol 14, e0211510, 2019).  PLOS ONE, 14 (2): e0213467.",Southern Water Futures,https://www.semanticscholar.org/paper/54acb21eedb675c45198e3bd9519e4058d874a45
"Besnard, S., Carvalhais, N., Arain, MA., Black, A., Brede, B., Buchmann, N., Chen, JQ., Clevers, JGPW., Dutrieux, LP., Gans, F., Herold, M., Jung, M., Kosugi, Y., Knohl, A., Law, BE., Paul-Limoges, E., Lohila, A., Merbold, L., Roupsard, O., Valentini, R., Wolf, S., Zhang, XD., Reichstein, M. (2019). Memory effects of climate and vegetation affecting net ecosystem CO2 fluxes in global forests. PLOS ONE, 14 (2): e0211510.",Southern Water Futures,https://www.semanticscholar.org/paper/54acb21eedb675c45198e3bd9519e4058d874a45
"Colli, M., M. Stagnaro, L. Lanza, R. Rasmussen and J. M. Theriault (2018), Using snowfall intensity to improve the correction of wind-induced undercatch in solid precipitation measurements, J. Hydrometeo. [In Press] [Relevant to SPADE]",SPADE,https://www.semanticscholar.org/paper/e27bc26e1755991161566cdbfbfcc0bb2a05d40c
"Fang, X., J.W. Pomeroy, C. DeBeer, P. Harder and E. Siemens (2019), Hydrometeorological data from Marmot Creek Research Basin, Canadian Rockies, Earth Syst. Sci. Data, 11, 455¢471, https://doi.org/10.5194/essd-11-455-2019. [Relevant to SPADE]",SPADE,https://www.semanticscholar.org/paper/09f6ee0e20b83c1bacfee02a4513d6c8f45a0b96
"Mekis, E., R. E. Stewart, J. M. Theriault, B. Kochtubajda, B. R. Bonsal and Z. Liu (2019), Near 0¢°C temperature and precipitation patterns across Canada, Hydrol. Earth Syst. Sci., 24, 1741-1761, https://doi.org/10.5194/hess-2019-297. [Relevant to SPADE, Mountain Water Futures (MWF) and Climate-Related Precipitation Extremes]",SPADE,https://www.semanticscholar.org/paper/4f14066306ff845e27b91f47172ff67c838ea5b8
"Poirier, E., J. M. Theriault and M. Leriche (2018), Role of sublimation on a rain-snow transition in the Kananaskis Valley, Alberta, Hydrol. Earth Syst. Sci., 23, 4097¢4111. https://doi.org/10.5194/hess-23-4097-2019 [Relevant to SPADE and MWF]",SPADE,https://www.semanticscholar.org/paper/d24e5d1a0ccf5fb5dca6a925097874cec736f4ef
"Theriault, J.M., S. J. Dery, J. W. Pomeroy, H. M. Smith, J. Almonte, A. Bertoncini, R. Crawford, A. Desroches-Lapointe, M. Lachapelle, Z. Mariani, S. Mitchell, J. E. Morris, C. Hebert-Pinard, P. Rodriquez, H. D. and Thompson (2020), Meteorological observations collected during the Storms and Precipitation Across the continental Divide Experiment (SPADE), April¢June 2019, Earth Syst. Sci. Data [To be submitted]",SPADE,https://www.semanticscholar.org/paper/cbcaebd4195b04282d62bf431919e35a37f3693a
"Theriault, J. M., S. J. Dery, J. W. Pomeroy, R. E. Stewart, H. M. Smith, J. Almonte, A. Bertoncini, R. Crawford, A. Desroches-Lapointe, M. Lachapelle, Z. Mariani, S. Mitchell, J. E. Morris, C. Hebert-Pinard, P. Rodriquez and H. D. Thompson (2020) Storms and precipitation across the continental divide experiment (SPADE) [In preparation]",SPADE,https://www.semanticscholar.org/paper/cbcaebd4195b04282d62bf431919e35a37f3693a
"Armstrong, R., Pomeroy, JW., & Martz, L. (2019). Spatial variability of mean daily estimates of actual evaporation from remotely sensed imagery and surface reference data. Hydrology and Earth System Sciences, 23(12): 4891-4907, DOI: 10.5194/hess-23-4891-2019.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/5a7740b19a49e28b4fe65a224c67bc54edec1ec4
"Bergstedt, H., Bartsch, A., Duguay, C. & Jones, B.M., 2020. Influence of surface water on coarse resolution C-band backscatter: Implications for freeze/thaw retrieval from scatterometer data. Remote Sensing of Environment, 247, 15 September 2020, 111911, https://doi.org/10.1016/j.rse.2020.111911. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/15cf15488f17c8c8e7915fc35f1d544cb7e80d0e
"Cui, W., Ren, Z., and Ren, C. Detection of Lead in drinking water with a microwave sensor integrated microfluidic system, In preparation",Transformative Sensor Technologies,
"Cui, W., Ren, Z., and Ren, C. Development and potential of heavy metal sensing in microfluidic devices: A review, In preparation",Transformative Sensor Technologies,
"Fang, X., Pomeroy, JW., DeBeer, C.., Harder, P.., & Siemens, E. (2019). Hydrometeorological data from Marmot Creek Research Basin, Canadian Rockies. Earth System Science Data, 11(2): 455-471, DOI: 10.5194/essd-11-455-2019. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/09f6ee0e20b83c1bacfee02a4513d6c8f45a0b96
"Ghiasi, Y., Duguay, C.R., Murfitt, J., van der Sanden, J., Thompson, A., Drouin, H. & Prevost, C. Application of GNSS interferometric reflectometry for the estimation of lake ice thickness. Remote Sensing. In review.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/415906e651ba6224507018fbf67a57538735c36c
"Glass, B., Rudolph, D. and Duguay, C., 2020. Identifying groundwater discharge zones in northern Canada using remotely sensed optical and thermal Imagery. Canadian Journal of Earth Sciences. Accepted (submission number: cjes-2019-0169).",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/b28b92d88b5b615872b624df91cf6cae1fdf5096
"Hoekstra, M., Jiang, M., Clausi, D. A., & Duguay, C., 2020. Lake Ice-water classification of RADARSAT-2 iImages by integrating IRGS segmentation with pixel-based random forest labeling. Remote Sensing, 12(9), 1425.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/f6f8275a13c21db191467434541d14c6a7c7a4e7
"Huang, X., Rudolph, D.L. (2020). Numerical and parametric study of coupled water, vapour, heat, stress and strain fields in variably saturated freezing soils, Computers and Geotechnics (in preparation).",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/44bc876107e745f37f05af349528791b2563c051
"Lv, Z., & Pomeroy, J. (2020). Assimilating snow observations to snow interception process simulations. Hydrological Processes, DOI: 10.1002/hyp.13720. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/a34763bc9069c854a7dd444081a4d48f7ed2232f
"Lv, Z., Pomeroy, JW., & Fang, X*. (2019). Evaluation of SNODAS Snow Water Equivalent in Western Canada and Assimilation into a Cold Regions Hydrological Model. Water Resources Research, 55(12): 11166-11187, DOI: 10.1029/2019WR025333.  ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/b086a00e73253af771ea438be0089533b1d81947
"Lv, Z. & Pomeroy, J. (2019). Detecting intercepted snow on mountain needleleaf forest canopies using satellite remote sensing. Remote Sensing of Environment, 231, 1-19, DOI: 10.1016/j.rse.2019.111222.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/cb7ae18aa8bce90560f11a721dff1b7996e2aa7c
"Murfitt, J., & Duguay, C. R., 2020. Assessing the performance of methods for monitoring ice phenology of the world¢s largest High Arctic lake using high-density time series analysis of Sentinel-1 data. Remote Sensing, 12(3), 382.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/3d6a658a62ce0a3ea8d8789a0667ed903cb339ea
"Nitze, I., Cooley, S., Duguay, C., Jones, B.M. & Grosse, G., 2020. The catastrophic thermokarst lake drainage events of 2018 in northwestern Alaska: Fast-forward into the future. The Cryosphere Discussions, https://doi.org/10.5194/tc-2020-106. In review.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/47003939cfa549ab6aa1132a07319a2bd9606237
"R. P. Lara, A. Berg, J. Warland, Erica Tetlock.  In situ estimates of freezing/melting point depression in agricultural soils using permittivity and temperature measurements. Water Resources Research. 2020. In press. Doi:10.1029/2019WR026020",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/f18f7b1e3a37a5bedb7d3dae34b78e60da536332
"Pardo Lara, Renato; Tetlock, Erica; Berg, Aaron, ""A soil permittivity and temperature dataset of Canadian agricultural soils acquired in laboratory and in situ,"" 2020, https://doi.org/10.20383/101.0200 ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/005595bcf79ccb32b670ab816df8b05c61c224b1
"Rasouli, K., Pomeroy, JW., & Whitfield, PH. (2019). Are the effects of vegetation and soil changes as important as climate change impacts on hydrological processes?. Hydrology and Earth System Sciences, 23(12): 4933-4954, DOI: 10.5194/hess-2019-214. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/2696d81adbc8a44358f124c66fc0684caca3be45
"Rasouli, K., Pomeroy, J., & Whitfield, PH. (2019). Hydrological responses of headwater basins to monthly perturbed climate in the North American Cordillera. Journal of Hydrometeorology, 20(5): 863-882, DOI: 10.1175/JH M-D-18-0166.1. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/c09575f4055b48b6dd0e438ec6ae95da29defd3c
"Roy, A., P. Toose, A. Mavrovic, C. Pappas, A. Royer, C. Derksen, A. Berg, T. Rowlandson*, M. El-Amine, A. Barr, A. Black, A. Langlois, O. Sonnentag. 2020. L-Band response to freeze/thaw in a boreal forest stand from ground- and tower-based radiometer observations. Remote Sensing of Environment. 237, 111542.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/44366911fe448f36cc1d09187eb08a0e7d7c28cd
"Wiebe, A. and Rudolph, D. L., 2020. Exploring the sensitivity of modelled groundwater recharge estimates to rain gauge network scale. Journal of Hydrology, https://doi.org/10.1016/j.jhydrol.2020.124741. ",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/1e69b410a3fcd6551622a88414b1338a76564b62
"Wu, Y., Duguay, C.R. & Xu, L. Assessment of machine learning classifiers for global lake ice cover mapping from MODIS TOA reflectance data. Remote Sensing of Environment. In review.",Transformative Sensor Technologies,https://www.semanticscholar.org/paper/7a8985d8c8c24f4002a560e695a11ba13315e0c9
"Ratelle, M., Skinner, K., Spring, A., Laird, B., Simmons, D., and L. Andrew. In preparation. Water-based beverage perception and consumption in Canadian sub-arctic Indigenous communities and its importance for public health. Water and Health.",Water Knowledge Camps,
"F. Rezanezhad, C. M. Smeaton, L. A. Hug, G. B. Jensen, K. J. Krogstad, M. L. Macrae, C. P.R. McCarter, T. Milojevic, R. Mills, C. T. Parsons, W. Quinton, D. Rudolph, S. A. Safsari, S. Smith, H. Townsend, P. Van Cappellen. Winter Soil Processes: Knowledge, Gaps and Challenges. To be submitted in July/August 2020 to: Earth-Science Reviews.",Winter Soil Processes in Transition,
"K. Krogstad, G. Jensen, L.A. Hug and F. Rezanezhad.  Impact of Winter Soil Processes on Fertilizer Application Efficacy and Nutrient Leaching in Cold Region Agroecosystems. To be submitted in June/July 2020 to: Science of the Total Environment.",Winter Soil Processes in Transition,
"G. Jensen, K. Krogstad, F. Rezanezhad, L.A. Hug. Soil Microbial Diversity Response to Freeze-Thaw Cycles and the Winter Transition. To be submitted in June/July 2020 to: MSphere",Winter Soil Processes in Transition,
"M. Gharasoo, L. Fairbairn, F. Rezanezhad, and P. Van Cappellen. Soil heterotrophic respiration as a function of water content in a mechanistic pore-scale model. To be submitted in June/July 2020 to: Environmental Science and Technology.",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/be45d9bf881c3d2a18c1ecb0e700b05ecf6efb9f
"T. Milojevic, F. Rezanezhad, C. T. Parsons, C. Smeaton, P. Van Cappellen. Soil oxygen monitoring with fiber optode sensors: Experimental application in a soil column under freeze-thaw conditions. To be submitted in June/July 2020 to: Frontiers in Environmental Science | Soil Processes.",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/acf7bd3f523fd7114bbb4a8d3362a16a86839ddc
"C. McCarter, F. Rezanezhad, W. Quinton, B. Gharedaghloo, B. Lennartz, J. Price, R. Connon, P. Van Cappellen. 2020. Pore-scale controls on hydrological and geochemical processes in peat: Implications on interacting processes. Earth-Science Reviews, doi.org/10.1016/j.earscirev.2020.103227. ",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/a2014bfd68353eb759797716d46a33b3ad27f9b7
"Rezanezhad, F., McCarter, C.P.R., and Lennartz, B. (2020). Editorial: Wetland Biogeochemistry: Response to Environmental Change. Frontiers in Environmental Science 8, 55. doi: 10.3389/fenvs.2020.00055",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/28d1aa9d3d0e6db50ab6070887df4188233051b7
"S. M. Natali, J.D. Watts, S. Potter, B.M. Rogers, S. Ludwig, A. Selbmann, P. Sullivan, B. Abbott, K. Arndt, A.A. Bloom, G. Celis, T. Christensen, C. Christiansen, R. Commane, E. Cooper, P.M. Crill, C.I. Czimczik, S. Davydov, J. Du, J. Egan, B. Elberling, S.E. Euskirchen, T. Friborg, H. Genet, J. Goodrich, P. Grogan, M. Helbig, E. Jafarov, J. Jastrow, A. Kalhori, Y. Kim, J.S. Kimball, L. Kutzbach, M. Lara, K. Larsen, B. Lee, Z. Liu, M.M. Loranty, M. Lund, M. Lupascu, N. Madani, A. Malhotra, R. Matamala, J. McFarland, A. McGuire, A. Michelsen, C. Minions, W. Oechel, D. Olefeldt, F. Parmentier, N. Pirk, B. Poulter, W. Quinton, F. Rezanezhad, D. Risk, T. Sachs, K. Schaefer, N. Schmidt, E. Schuur, P. Semenchuk, G. Shaver, O. Sonnentag, G. Starr, C. Treat, M. Waldrop, Y. Wang, J. Welker, C. Wille, X. Xu, Z. Zhang, Q. Zhuang, and D. Zona. 2019. Large loss of CO2 in winter observed across the northern permafrost region. Nature Climate Change, 9, 852-857. (Featured by several news, media and magazine outlets including CBC, Webwire, Phys.org, Calidad.Sectur.net, Antonica, Water Canada and etc., as well as the University of Waterloo Press Release on October 21, 2019).",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/8337e465ba2f16fc4914c295da720c3fd72e7d99
"B. Ding, F. Rezanezhad, B. Gharedaghloo, P. Van Cappellen and E. Passeport. 2019. Bioretention cells under cold climate conditions: Effects of freezing and thawing on water infiltration, soil structure, and nutrient removal. Science of the Total Environment, 649, 749-759. ",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/d1f08b185162d243604f0444f6c2efcca31c0dbb
"K. Grant, M.L. Macrae, F. Rezanezhad, W.V. Lam. 2019. Nutrient leaching in soil affected by fertilizer application and frozen ground. Vadose Zone Journal, 18:180150.",Winter Soil Processes in Transition,https://www.semanticscholar.org/paper/3c52c20ba13ac7073dadcb517d703e1d0c1da708
"B. Bondaruk, S. Roberts, and C. Robertson. (2020). Assessing the state of the art in Discrete Global Grid Systems: OGC criteria and present functionality. Geomatica. 74:9-30. (online DOI: 10.1139/geomat-2019-0015)",Global Water Citizenship,https://www.semanticscholar.org/paper/84244bc5c5aeb0fd1fef446b1cee50a31dcd6cbd
"Chaudhuri C, Wade J, and Robertson C. (2020). Fluctuating water levels influence access to critical habitats for threatened Cowichan Lake lamprey. FACETS 5: 488¢502. doi:10.1139/facets-2019-0054 ",Global Water Citizenship,https://www.semanticscholar.org/paper/aac17276d09cd2069f0cc6768bddbf2f613e3c80
"Robertson, C., Chaudhuri, C., Hojati, M., & Roberts, S.A. 2020 Integrated discrete environmental analytics system (IDEAS) based on a DGGS. ISPRS Journal of Photogrammetry and Remote Sensing 162: 214-228.",Global Water Citizenship,https://www.semanticscholar.org/paper/47f7e64879c23ee7be736bd6426ce60b0c56aa4e
"K. Malik, R. McLeman, C. Robertson, H. Lawrence, C.  Reconstruction of past backyard skating seasons in the Original Six NHL cities from citizen science data. The Canadian Geographer In Press.",Global Water Citizenship,https://www.semanticscholar.org/paper/2f28ea215f561a1cc602590c3b50d4376c493773
"Brunet, N. D., Jardine, T. D., Jones, P. D., Macdermid, F., Reed, G., Bogdan, A.-M., Tchir, D. R., & Natcher, D. C. (2020). Towards Indigenous community-led monitoring of fish in the oil sands region of Canada: Lessons at the intersection of cultural consensus and fish science. The Extractive Industries and Society. https://doi.org/10.1016/j.exis.2020.06.014",¢Omic¢ and chemical fingerprinting ,https://www.semanticscholar.org/paper/a129490af641c710d1396e9a80254de059b63a59
